Key,Value
2500,"'%qве - %зтй в %здй говорил мне:""%qще""[/end]'"
3100,"Боюсь я могу помочь только[/center]
персонам соответствующего ранга.[/record]
Твой ранг недостаточен для получения[/center]
моих услуг.[/record]
Мои услуги доступны только персонам[/center]
с подходящим рангом.[/record]
Без обид, но я могу помочь только[/center]
членам с достаточно высоким рангом.[/record]
Быть может я и помогу тебе, когда ты[/center]
достигнешь подходящего ранга.[/record]
Возвращайся, когда достигнешь хорошего[/center]
ранга в этой организации.[/record]
Я не могу оказывать содействие кому попало.[/center]
Надеюсь, ты понимаешь, о чем я.[/record]
Мои услуги исключительно для избранных.[/center]
Ты пока что среди них не числишься.[/end]"
3353,Вот дерьмо!!![/end]
3503,"Приветствую, %pcf. Сегодня ночью мы призовем[/center]
%dts из бездны Обливиона.[/center]
Это не так дешево, как ты думаешь.[/center]
От тебя мне нужно %a золота. Возражений нет?[/center]
[/record]
Сегодня ночью мы достигнем бездны Обливиона,[/center]
чтобы доставить наши души к даедра регенту[/center]
%dts в Мундусе (Обыденности). От тебя требуется[/center]
%a золотых в оплату этой услуги.[/center]
[/end]"
3504,"Поздравляю, друг %pcf. Сегодня ночью мы призовем[/center]
%dts из бездны Обливиона. Обычно мы требуем[/center]
денег с желающих навроде тебя, но сейчас эта услуга[/center]
бесплатна.[/center]
Можно продолжать?[/center]
[/record]
Ах, мой друг %pcf. Сегодня наши души достигнут[/center]
бездны Обливиона, мы увидим даэдру регента[/center]
%dts внутри Мундуса (Обыденности).[/center]
Благоприятная ситуация для тебя. Будем продолжать?[/center]
[/end]"
3506,"Хорошо, %pcn. Если ты изменишь[/center]
свое мнение, возвращайся. Мы можем[/center]
повторить ритуал в другой раз.[/center]
[/record]
Нет? Хорошо, возвращайся, если передумаешь.[/center]
Я могу воззвать к %dts когда ты[/center]
будешь лучше подготовлен.[/center]
[/end]"
3507,"Нет? Если передумаешь, возвращайся ночью[/center]
пополуночи. Завтра проводники не дадут[/center]
мне закончить призыв.[/center]
[/record]
Конечно же это опасное развлечение. Если[/center]
хочешь, можешь вернуться позднее, но ночью,[/center]
иначе завтра будет поздно пытаться вызвать[/center]
даэдру %dts.[/center]
[/end]"
3508,"Похоже вызов не сработал.[/center]
[/record]
Сегодня ночью даэдра %dts не явился[/center]
на призыв. Прими мои извинения.[/center]
[/end]"
3509,"Сегодня духи были не в духе для безопасного[/center]
вызова, %pcf. Если ты все же хочешь[/center]
предстать пред очи даэдры %dts,[/center]
то возвращайся, когда придет срок (%dfs).[/center]
[/record]
Сегодня вечером мы не вызываем даэдру[/center]
%dts. Возвращайся %dfs,[/center]
если хочешь, чтобы вызов сработал.[/center]
[/end]"
4000,"Хотите телепортироваться или поставить точку возврата?[/center]
[/end]"
4001,"Перед телепортацией необходимо поставить точку возврата.[/center]
[/end]"
4020,"Поздравляем, %pcn,[/center]
Теперь вы Мастер в умении %ski.[/center]
и становитесь одним из лучших экспертов[/center]
в умении %ski во всем Тамриэле.[/center]
[/end]"
4021,Мастер умения %ski[/end]
4022,"Я? Учить тебя? Похоже, что теперь тебе, %pct,[/center]
нужно учить меня, твоего старого учителя.[/center]
[/record]
Мне очень жаль, %pct. Мне больше[/center]
нечему учить тебя, ты уже все знаешь.[/center]
[/record]
Ты выбрал умение, в котором твои[/center]
способности стали лучше моих, %pct.[/center]
[/record]
Ты уже более умелый профессионал в этом,[/center]
чем даже я, %pct.[/center]
[/end]"
4023,"Тебе необходимо дать себе немного времени,[/center]
чтобы закрепить полученные сегодня знания.[/center]
[/record]
Ты не можешь тренироваться более одного[/center]
раза в одном навыке в один день.[/center]
[/end]"
4050,"Усыпальница Раен[/record]
Святыня Банди[/record]
Святыня Май[/record]
Кров Фена[/record]
Наковальня Эбеновой Руки[/record]
Алтарь Ай'рик[/record]
Монумент Диваду[/record]
Святыня Джона[/record]
Святыня Джефри[/record]
Усыпальница Сай[/record]
Святыня Вигрил[/record]
Святыня Дагрод[/record]
Святыня Джим Сай[/record]
Памятник Мудрецу[/record]
Святыня Джод[/record]
Святыня К'Ольвен[/record]
Святыня Эфена[/record]
Стриннер Хейвен[/record]
Театр Кирана[/record]
Лоджия Джен[/record]
Алтарь Ноторго[/end]"
4051,"%ln кладбище[/record]
%ln кладбище[/record]
%ln кладбище[/record]
%ln кладбище[/record]
%ln погост[/record]
%ln погост[/record]
%ln погост[/record]
%ln погост[/record]
могилы %ln[/record]
%ln катакомбы[/record]
катакомбы %ln[/record]
%ln захоронения[/record]
%ln склепы[/record]
склепы %ln[/record]
%ln погребение[/record]
%ln мемориальные сады[/end]"
4052,"развалины %fn'с фермы[/record]
%ln хутор[/record]
%ln хутор[/record]
%ln хутор[/record]
%ln хутор[/record]
%ln плантация[/record]
%ln грэндж[/record]
%ln оранжерея[/record]
%ln дом[/end]"
4053,"твердыня %ln[/record]
замок %ln[/record]
замок %ln[/record]
крепость ое %ln[/record]
холд %ln[/record]
%ln'с холд[/record]
цитадель %ln[/record]
башня %ln[/record]
%ln башня[/record]
башня %ln[/record]
%ln'с гард[/record]
%ln холл[/end]"
4054,"%ln манор[/record]
%ln манор[/record]
%ln манор[/record]
%ln манор[/record]
%ln хол[/record]
%ln курт[/record]
%ln дворец[/record]
%ln холл[/record]
%ln особняк[/end]"
4055,Орден Аркая[/end]
4056,Благонамерение Зенитара[/end]
4057,Благоволение Мары[/end]
4058,Часовня Акатоша[/end]
4059,Дом Дибеллы[/end]
4060,Школа Джулианоса[/end]
4061,Храм Стендарра[/end]
4062,Храм Кинарет[/end]
4063,"развалины %ln ховел[/record]
развалины %fn'т ховел[/record]
развалины %ln шэк[/record]
развалины %fn'т шэк[/record]
развалины %ln кэбин[/record]
развалины %ln плэйс[/record]
развалины %fn'т плэйс[/record]
развалины %ln хат[/end]"
4075,"Кровав.[/record]
Вечн.[/record]
Бесконечн.[/record]
Пылающ.[/record]
Страшн.[/record]
Радостн.[/record]
Постоянн.[/record]
Священн.[/record]
Свят.[/record]
Сокровенн.[/record]
Благословенн.[/record]
Хрупк.[/record]
Плачущ.[/record]
Поющ.[/record]
Рыдающ.[/record]
Тих.[/record]
Смеющ.[/end]"
4076,"Душа[/record]
Вознесение[/record]
Алтарь[/record]
Возрождение[/record]
Реликвия[/record]
Звезда[/record]
Свет[/record]
Спаситель[/record]
Восход[/record]
Пророк[/record]
Оракул[/record]
Древо[/record]
Провидец[/record]
Мученик[/record]
Знамение[/record]
Идол[/record]
Санктуарий[/end]"
4077,Аркая[/end]
4078,Зенитара[/end]
4079,Мары[/end]
4080,Акатоша[/end]
4081,Дибеллы[/end]
4082,Джулианоса[/end]
4083,Стендарр[/end]
4084,Кинарет[/end]
4116,"Память а ваших ранних годах полна теплоты и воспоминаний о[/left]
родном гостеприимном доме. Ваша мать - очаровательная[/left]
волшебница - могла часами развлекать вас разнообразными[/left]
фокусами, а любимым из всех развлечений для вас было[/left]
%q1[/left]
Ваш отец был грозным мужчиной, внушающим страх каждому.[/left]
Многие в деревне называли его за глаза ""тот самый Колдун"".[/left]
Но для вас это был любящий и не чающий в вас души отец.[/left]
[/left]
Когда вы подросли, то заметили, что ваши магические[/left]
способности необыкновенно усилились. Со временем вы стали[/left]
способны %q1a. Вы помните как ваши[/left]
родители беседовали о злом боевом маге по имени Джагар[/left]
Тарн, так его называли в своих кругах, который узурпировал[/left]
власть над страной у ее законного правителя. Никто не[/left]
решался выступить против него.[/left]
%q2.[/left]
В один прекрасный день, когда вам исполнилось двадцать лет,[/left]
в ваш дом прибыл курьер с ошеломительными новостями.[/left]
Могущественный герой убил Джагара Тарна и вернул трон[/left]
законному императору. Всегда резкий и жесткий, ваш отец[/left]
прослезился от радости, услышав эту новость.[/left]
[/left]
Курьер также рассказал, что в Имперском Городе готовятся[/left]
к грандиозному празднику и все люди, тайно работавшие ради[/left]
смещения Джагара Тарна, приглашены на него. Когда курьер[/left]
ушел, вы обратились с просьбой к своим родителям отпустить[/left]
и вас на этот праздник. Отец и мать были немного смущены[/left]
и объяснили, что денег на дорогу для троих не хватит.[/left]
Будучи подавленным, вы все же попытались скрыть разоча-[/left]
рование. Но несмотря на это, отец отвел вас в сторону и[/left]
сказзал, что пришло время для вас начать свой собственный[/left]
путь в этом мире. Он дал вам %q4,[/left]
обычный посох и отпустил с благим напутствием в путь к[/left]
Имперскому Городу на праздник.[/left]
[/left]
После многих дней путешествия вы достигли столицы этой[/left]
реальности - Имперский Город. На ваши глаза попалась[/left]
небольшая группа путников, идущих немного впереди вас.[/left]
Как только вы присоединились к ним, группа была атакована[/left]
разбойниками, которые устроили засаду в  придорожных[/left]
кустах за поворотом дороги. Один из разбойников замахнулся[/left]
на вас своим мечом. Рефлекторно вы попытались блокироваться[/left]
тем посохом, который дал вам отец. Как только меч коснулся[/left]
посоха, большой разряд энергии окутал клинок и оружие[/left]
расплавилось. Бандиты и путники прекратили драку и[/left]
уставились на вас широко раскрытыми глазами. Когда гром[/left]
утих, разбойники  быстро ретировались в лес. Вас окружили[/left]
путники,  наперебой благодарящие вас за свое спасение. Они[/left]
рассказали вам, что являются членами имперской семьи,[/left]
путешествовавшими по стране и теперь возвращающихся[/left]
в Имперский Город на праздник. Они настояли, чтобы вы[/left]
пошли с ними во дворец, чтобы быть принятым на аудиенции[/left]
императора.[/left]
[/left]
Император был восхищен вашей храбростью и к тому же знал[/left]
вашу семью, как преданных сторонников империи. В награду[/left]
он вручил вам %q5. Праздник длился несколько[/left]
недель, и император часто вызывал вас для неофициальных[/left]
бесед. В свободное от аудиенций время вы предпочитали[/left]
%q2a.[/left]
Однажды ночью вы были срочно призваны к его императорскому[/left]
величеству, причем в такой манере, что сразу поняли - дело[/left]
более чем серьезное. Он встретился с вами в своем кабинете[/left]
и сказал, что хотел бы попросить вас об одном одолжении.[/left]
[/end]"""
4117,"Ваши воспоминания раннего детства носят беспорядочный[/left]
характер -- странные визитеры постоянно приходили и[/left]
уходили, и вместе с ними ваши мать и отец, пропадавшие[/left]
на длительное время. Когда вы подросли, то узнали, что[/left]
ваша мать была членом элитного легиона наемников, вначале[/left]
как инструктор по оружейному делу, а позднее уже в ка-[/left]
честве эксперта боевой тактики. Ваш отец был не менее[/left]
интересной личностью, он был очень уважаемым членом[/left]
гильдии магов и специализировался во всех областях[/left]
магии. Он считал вас способным ребенком и верил, что[/left]
у вас все впереди, и что позднее вы будете способны[/left]
%q1.[/left]
[/left]
Вы помните как ваши родители разговаривали про боевого[/left]
мага, известного в своих кругах под именем Джагара Тарна,[/left]
который захватил власть, забрав ее у законного правителя.[/left]
Никто не решался выступить против него.[/left]
%q2.[/left]
Однажды в ваш двадцатый день рождения к вам прибыл гость[/left]
с ошеломляющей новостью - могущественный герой убил[/left]
Джагара Тарна и вернул настоящему императору трон. [/left]
Гость также рассказал прочие новости, связанные с празд-[/left]
нованиями в Имперском Городе. Как только гость ушел вы[/left]
обратились к родителям с просьбой отпустить вас на праздник.[/left]
Мать и отец, посовещавшись некоторое  время, приняли[/left]
решение, что вам пора начать свой путь в этом мире. Ваша[/left]
мать дала в дорогу %q4, а отец вручил[/left]
посох и вы отправились в Имперский Город на праздник.[/left]
[/left]
После многих дней путешествия вы достигли столицы этой[/left]
реальности - Имперский Город. На ваши глаза попалась[/left]
небольшая группа путников, идущих немного впереди вас.[/left]
Как только вы присоединились к ним, группа была атакована[/left]
разбойниками, которые устроили засаду в  придорожных[/left]
кустах за поворотом дороги. Один из разбойников замахнулся[/left]
на вас своим мечом. Рефлекторно вы попытались блокироваться[/left]
тем посохом, который дал вам отец. Как только меч коснулся[/left]
посоха, большой разряд энергии окутал клинок и оружие[/left]
расплавилось. Бандиты и путники прекратили драку и[/left]
уставились на вас широко раскрытыми глазами. Когда гром[/left]
утих, разбойники  быстро ретировались в лес. Вас окружили[/left]
путники, наперебой благодарящие вас за свое спасение. Они[/left]
рассказали вам, что являются членами имперской семьи,[/left]
путешествовавшими по стране и теперь возвращающихся[/left]
в Имперский Город на праздник. Они настояли, чтобы вы[/left]
пошли с ними во дворец, чтобы быть принятым на аудиенции[/left]
императора.[/left]
[/left]
Император был восхищен вашей храбростью и благодарен за[/left]
спасение своей семьи. Он официально пригласил вас на[/left]
торжества и вручил в подарок %q5. Праздник[/left]
длился несколько недель и все это время император вызывал[/left]
вас к себе для общения. В свободное время вы предпочитали[/left]
%q3.[/left]
Однажды ночью вы были срочно призваны к его императорскому[/left]
величеству, причем в такой манере, что сразу поняли - дело[/left]
более чем серьезное. Он встретился с вами в своем кабинете[/left]
и сказал, что хотел бы попросить вас об одном одолжении.[/left]
[/end]"
4118,"Была одна очень маленькая деталь в вашем детстве. Ваша мать[/left]
была очень суровой женщиной, что впрочем не затеняло ее[/left]
красоты, но в гневе, когда вы ее чем-то раздражали, она[/left]
была просто ужасна. Отец ваш тоже был таким же жестким[/left]
человеком. Вы обучались у них путям силы и тому как[/left]
обуздать и использовать первозданные формы магических[/left]
сил. Вместо вопроса ""где использовать силы разрушения""[/left]
акцент был на том ""как их использовать"". Время от[/left]
времени, для разнообразия, вы баловались с другими[/left]
школами магии, пытаясь разобраться в том, как можно[/left]
%q1[/left]
Но школа Разрушения была вашей основной специализацией.[/left]
[/left]
Вы помните, как ваши родители разговаривали про имперского[/left]
боевого мага, известного в своих кругах под именем Джагара[/left]
Тарна, который узурпировал власть над страной у законного[/left]
правителя. Никто не решался выступить против него. Ваши[/left]
родители, сами боевые маги, очень завидовали успехам Тарна.[/left]
%q2.[/left]
Однажды в ваш двадцатый день рождения, в ваш дом прибыл[/left]
курьер с новостями, что некий могущественный герой убил[/left]
Джагара Тарна и вернул трон законному правителю.[/left]
Рассматривающие перенос силы как природный процесс,[/left]
родители ваши, услышав эту новость, отнеслись к ней[/left]
с легким налетом разочарования.[/left]
[/left]
Гость также поведал, что в Имперском Городе полным ходом[/left]
идет подготовка к празднованию этого великого события.[/left]
Когда курьер ушел, вы обратились к своим родителям с просьбой[/left]
отпустить вас на эту церемонию. Ваши мать и отец некоторое[/left]
время совещались, прежде чем решили, что вам пора начать[/left]
свой собственный путь в этой жизни. Мать дала вам в дорогу[/left]
%q4, а отец - обычный посох, после чего[/left]
вы отправились в путь.[/left]
[/left]
После многих дней путешествия вы достигли столицы этой[/left]
реальности - Имперский Город. На ваши глаза попалась[/left]
небольшая группа путников, идущих немного впереди вас.[/left]
Как только вы присоединились к ним, группа была атакована[/left]
разбойниками, которые устроили засаду в  придорожных[/left]
кустах за поворотом дороги. Один из разбойников замахнулся[/left]
на вас своим мечом. Рефлекторно вы попытались блокироваться[/left]
тем посохом, который дал вам отец. Как только меч коснулся[/left]
посоха, большой разряд энергии окутал клинок и оружие[/left]
расплавилось. Бандиты и путники прекратили драку и[/left]
уставились на вас широко раскрытыми глазами. Когда гром[/left]
утих, разбойники  быстро ретировались в лес. Вас окружили[/left]
путники, наперебой благодарящие вас за свое спасение. Они[/left]
рассказали вам, что являются членами имперской семьи,[/left]
путешествовавшими по стране и теперь возвращающихся[/left]
в Имперский Город на праздник. Они настояли, чтобы вы[/left]
пошли с ними во дворец, чтобы быть принятым на аудиенции[/left]
императора.[/left]
[/left]
Император был восхищен вашей доблестью и поблагодарил за[/left]
спасение его семьи. Он дал вам официальное приглашение на[/left]
праздник и презентовал в дар %q5.[/left]
Праздник продолжался в течение нескольких недель, и[/left]
время от времени император приглашал вас к себе для[/left]
неформальных бесед. В свободное время вы предпочитали[/left]
%q3.[/left]
Однажды ночью вы были срочно призваны к его императорскому[/left]
величеству, причем в такой манере, что сразу поняли - дело[/left]
более чем серьезное. Он встретился с вами в своем кабинете[/left]
и сказал, что хотел бы попросить вас об одном одолжении.[/left]
[/end]"""
4119,"Ваши родители были достойны друг друга, оба они были[/left]
волшебниками и отличными учителями. Ваша мать по[/left]
большей части была очень искусна в обучении основам[/left]
%q1, но ваш отец[/left]
предпочитал более жесткие методы. Когда ваши таланты[/left]
подросли и ваша мать научила вас многим заклятиям,[/left]
отец ваш пожелал показать вам, как должно получать и[/left]
приращивать магию вселенной для получения достаточной[/left]
силы для вызова этих заклятий. Он объяснил вам, что вы,[/left]
подобно ему, не способны регенерировать магию внутри[/left]
собственного тела. Для подтверждения своих слов он[/left]
провел вас в учебную комнату и вызвал против вас[/left]
заклятие молнии. Вы пережили тогда незабываемые мгно-[/left]
вения ужаса, но были взволнованы, когда почувствовали,[/left]
что ваш магический потенциал ощутимо подрос.[/left]
[/left]
Когда вы подросли, то стало очевидно, что вы обладаете[/left]
необыкновенно сильными магическими силами. Скоро вы были[/left]
способны к тому, чтобы %q1a.[/left]
Вы помните, как ваши родители часто разговаривали о злом[/left]
боевом маге, известном в своих кругах под именем Джагара[/left]
Тарна, который узурпировал власть над страной у ее[/left]
законного правителя. Никто не решался выступить против него.[/left]
%q2.[/left]
Однажды в ваш двадцатый день рождения в ваш дом прибыл[/left]
курьер, принесший радостную весть о том, что некий[/left]
могущественный герой убил Джагара Тарна и вернул трон[/left]
законному правителю. Всегда суровый, ваш отец прослезился[/left]
от радости, услышав эту весть.[/left]
[/left]
Так же курьер рассказал, что в Империал Сити ведутся[/left]
приготовления к большому празднику и все, кто тайно[/left]
противостоял Тарну, приглашены в качестве гостей. После[/left]
ухода курьера вы обратились к родителям с просьбой взять[/left]
вас на церемонию. Ваши мать и отец смущенно переглянулись[/left]
и объяснили вам, что денег на троих для путешествия не[/left]
хватит. Будучи подавленным, вы попытались скрыть свое[/left]
разочарование. Ваш отец однако повернулся к вам и сказал,[/left]
что вам пришла пора начать свой собственный путь в этом[/left]
мире. Он дал вам %q4, простой посох[/left]
и вы отправились в дорогу к Имперскому Городу на праздник.[/left]
[/left]
После многих дней путешествия вы достигли столицы этой[/left]
реальности - Имперский Город. На ваши глаза попалась[/left]
небольшая группа путников, идущих немного впереди вас.[/left]
Как только вы присоединились к ним, группа была атакована[/left]
разбойниками, которые устроили засаду в  придорожных[/left]
кустах за поворотом дороги. Один из разбойников замахнулся[/left]
на вас своим мечом. Рефлекторно вы попытались блокироваться[/left]
тем посохом, который дал вам отец. Как только меч коснулся[/left]
посоха, большой разряд энергии окутал клинок и оружие[/left]
расплавилось. Бандиты и путники прекратили драку и[/left]
уставились на вас широко раскрытыми глазами. Когда гром[/left]
утих, разбойники  быстро ретировались в лес. Вас окружили[/left]
путники, наперебой благодарящие вас за свое спасение. Они[/left]
рассказали вам, что являются членами имперской семьи,[/left]
путешествовавшими по стране и теперь возвращающихся[/left]
в Имперский Город на праздник. Они настояли, чтобы вы[/left]
пошли с ними во дворец, чтобы быть принятым на аудиенции[/left]
императора.[/left]
[/left]
Император был восхищен вашей храбростью и к тому же знал[/left]
вашу семью, как преданных сторонников империи. В награду[/left]
он вручил вам %q5. Праздник длился несколько[/left]
недель, и император часто вызывал вас для неофициальных[/left]
бесед. Свободное время вы тратили на изучение того как[/left]
%q3.[/left]
Однажды ночью вы были срочно призваны к его императорскому[/left]
величеству, причем в такой манере, что сразу поняли - дело[/left]
более чем серьезное. Он встретился с вами в своем кабинете[/left]
и сказал, что хотел бы попросить вас об одном одолжении.[/left]
[/end]"
4120,"Ваш отец был целителем, жившим в маленькой деревушке[/left]
в глубине провинции %hpn, в местности, представлявшей[/left]
из себя %hpw. Вы немного помните вашу мать, красивую[/left]
и добрую женщину, обучавшую вас искусству магии. Вы[/left]
всегда будет помнить часы, проведенные с ней, запол-[/left]
ненные развлечениями и трюками. Больше всего вы любили[/left]
%q1.[/left]
Эпидемия чумы забрала ее, хотя отец и пытался сражаться[/left]
за ее жизнь. На смертном одре ее единственным желанием[/left]
было, чтобы вы обучались школе Восстановления, и тогда[/left]
вы пообещали превзойти в этом искусстве даже собствен-[/left]
ного отца.[/left]
[/left]
Когда вы подросли, то ощутили свою незаурядную магическую[/left]
мощь. Очень скоро вы были способны %q1a.[/left]
Вы помните, как ваш отец рассказывал про злого боевого[/left]
мага, в своих кругах известного под именем Джагара Тарна,[/left]
узурпировавшего власть над страной у законного правителя[/left]
Никто не решался выступить против него.[/left]
%q2.[/left]
В один прекрасный день, когда вам исполнилось двадцать[/left]
лет, в ваш дом прибыл курьер с отличной новостью - некий[/left]
могущественный герой свергнул Джагара Тарна и вернул[/left]
трон законному правителю. Всегда скрывающий свои чувства[/left]
отец не выдержал и прослезился от радости, услышав эту[/left]
весть. Кроме всего прочего курьер сообщил, что по этому[/left]
поводу в Имперском Городе затевается большой праздник[/left]
и все, кто тайно противостоял Тарну, приглашены на него.[/left]
Когда курьер ушел, вы спросили у отца разрешения отпустить[/left]
вас на празднования. Отец повернулся к вам и сказал, что[/left]
пришла пора начать свой собственный путь в этом мире.[/left]
Он дал вам %q4 и обычный посох, после[/left]
чего вы отправились в путь.[/left]
[/left]
После многих дней путешествия вы достигли столицы этой[/left]
реальности - Имперский Город. На ваши глаза попалась[/left]
небольшая группа путников, идущих немного впереди вас.[/left]
Как только вы присоединились к ним, группа была атакована[/left]
разбойниками, которые устроили засаду в  придорожных[/left]
кустах за поворотом дороги. Один из разбойников замахнулся[/left]
на вас своим мечом. Рефлекторно вы попытались блокироваться[/left]
тем посохом, который дал вам отец. Как только меч коснулся[/left]
посоха, большой разряд энергии окутал клинок и оружие[/left]
расплавилось. Бандиты и путники прекратили драку и[/left]
уставились на вас широко раскрытыми глазами. Когда гром[/left]
утих, разбойники  быстро ретировались в лес. Вас окружили[/left]
путники, наперебой благодарящие вас за свое спасение. Они[/left]
рассказали вам, что являются членами имперской семьи,[/left]
путешествовавшими по стране и теперь возвращающихся[/left]
в Имперский Город на праздник. Они настояли, чтобы вы[/left]
пошли с ними во дворец, чтобы быть принятым на аудиенции[/left]
императора.[/left]
[/left]
Император был восхищен вашей доблестью и знал вашу семью,[/left]
как преданного сторонника империи и в качестве награды[/left]
дал вам %q5. Празднества длились[/left]
несколько недель, и император часто вызывал вас к себе[/left]
для неофициальных бесед. В свободное время вы предпочитали[/left]
%q2a.[/left]
Однажды ночью вы были срочно призваны к его императорскому[/left]
величеству, причем в такой манере, что сразу поняли - дело[/left]
более чем серьезное. Он встретился с вами в своем кабинете[/left]
и сказал, что хотел бы попросить вас об одном одолжении.[/left]
[/end]"
4121,"Ваше детство ничем не отличалось от детства других детей[/left]
вашего народа, но начиная с 10 лет отец принял решение,[/left]
что вы готовы к началу обучения воровским навыкам.[/left]
Немало счастливых часов было проведено в его мастерской,[/left]
когда вы пытались для начала научиться[/left]
%q1.[/left]
Процес обучения шел медленно и отец часто расстраивался[/left]
от того, что вынужден был проявлять нетерпеливость.[/left]
Вы прикладывали максимум усилий и старались быть[/left]
прилежным больше обычного. Постепенно стало понятно,[/left]
что хоть вы за прошедшее время и стали вполне опытным[/left]
вором, но уровень мастерства отца так и остался для вас[/left]
недосягаемой мечтой.[/left]
[/left]
Пока вы обучались тому как использовать %q3,[/left]
мать начала учить вас - своей методикой - использовать[/left]
возможности магии. Не потребовалось много времени, чтобы[/left]
определить, что вы обладаете определенным потенциалом.[/left]
Неожиданно для себя вы открыли, что можно использовать[/left]
обе дисциплины %q3 и %q4 для улучшения[/left]
вашего развития в области %q2 заклятий.[/left]
[/left]
Мать познакомила вас с весьма необычными, нечеловеческими[/left]
существами, %q5. Вы научились[/left]
не только не бояться их, но так же приобрели кое какие[/left]
познания в их языке. Вы понравились одной из их женщин[/left]
по имени %fn. Она дополнительно научила[/left]
вас кое-каким заклинаниям %q6, которым мать[/left]
давно уже хотела вас научить.[/left]
[/left]
Однажды ночью, отец взял вас в свою мастерскую. На полном[/left]
серьезе он рассказал, что является тайным агентом импера-[/left]
тора и приближенным лицом к главам двух местных гильдий:[/left]
воровской и магической. Он рассказал, что до императора[/left]
дошел следующий слух. Есть %q8 по имени %bn,[/left]
который тайно сотрудничает с предателем империи Джагаром[/left]
Тарном. В результате император ничего не может предпринять[/left]
против него без веских доказательств незаконности его[/left]
действий. Ваш отец предположил, что в паре, в которую[/left]
войдете вы и он, можно выполнить это задание. Получив шанс[/left]
произвести впечатление на вашего отца и увидев возможность[/left]
получить вознаграждение вы дали согласие.[/left]
[/left]
Несколько ночей спустя, вы с отцом вломились в кабинет,[/left]
принадлежащий подозреваемому, и начали осмотр в поисках[/left]
доказательств заговора. Шум наполнил комнату, когда вы[/left]
случайно уронили пачку бумаг, которые просматривали.[/left]
Как можно быстрее вы прошли к выходу оставив у себя[/left]
бумаги, принадлежащие подозреваемому, а отец тем временем[/left]
остался обеспечить прикрытие, устроив отвлекающую[/left]
суматоху. Вы покинули замок и проследовали запланированным[/left]
путем отхода в родной дом.[/left]
[/left]
Вас уже ждали дородный маг и имперский курьер, которые[/left]
изучили принесенные бумаги. По их реакции вы поняли, что[/left]
нашли доказательства измены. Вы уселись рядом с матерью[/left]
и с тревогой в душе стали ждать возвращения отца. Шел час[/left]
за часом, часы складывались в дни, и наконец вы с ужасом и[/left]
оцепенением поняли, что больше никогда не увидите своего[/left]
отца. Награда была малым утешением по сравнению с вашей[/left]
потерей.[/left]
[/left]
Несколько недель спустя пришло письмо с личной печатью[/left]
императора. Вас срочно вызывали в Имперский Город.[/left]
[/end]"
